	KTOPL	KSTAR	KSTSN	FUNC_AREA
	CAES	699300	699300
	CAES	699999	699999
	CAES	700000	700000
	CAES	701000	701000
	CAES	701500	701500
	CAES	702000	702000
	CAES	703000	703000
	CAES	704000	704000
	CAES	705000	705000
	CAES	708000	708000
	CAES	708100	708100
	CAES	708200	708200
	CAES	708300	708300
	CAES	708400	708400
	CAES	709000	709000
	CAES	709100	709100
	CAES	709200	709200
	CAES	709300	709300
	CAES	709400	709400
	CAES	711000	711000
	CAES	712000	712000
	CAES	713000	713000
	CAES	713500	713500
	CAES	730000	730000
	CAES	731000	731000
	CAES	732000	732000
	CAES	733000	733000
	CAES	737000	737000
	CAES	740000	740000
	CAES	741000	741000
	CAES	751000	751000
	CAES	751100	751100
	CAES	752000	752000
	CAES	753000	753000
	CAES	754000	754000
	CAES	755000	755000
	CAES	759000	759000
	CAES	760000	760000
	CAES	760100	760100
	CAES	760300	760300
	CAES	761000	761000
	CAES	761100	761100
	CAES	761300	761300
	CAES	762000	762000
	CAES	762100	762100
	CAES	762300	762300
	CAES	763000	763000
	CAES	763100	763100
	CAES	763300	763300
	CAES	765000	765000
	CAES	765100	765100
	CAES	765300	765300
	CAES	766000	766000
	CAES	766100	766100
	CAES	766300	766300
	CAES	766500	766500
	CAES	766600	766600
	CAES	766800	766800
	CAES	768000	768000
	CAES	768050	768050
	CAES	769000	769000
	CAES	770000	770000
	CAES	771000	771000
	CAES	772000	772000
	CAES	773000	773000
	CAES	774000	774000
	CAES	775000	775000
	CAES	778000	778000
	CAES	778100	778100
	CAES	778200	778200
	CAES	778300	778300
	CAES	778310	778310
	CAES	778400	778400
	CAES	778500	778500
	CAES	779000	779000
	CAES	790000	790000
	CAES	791000	791000
	CAES	792000	792000
	CAES	793000	793000
	CAES	794000	794000
	CAES	795000	795000
	CAES	796000	796000
	CAES	796100	796100
	CAES	796300	796300
	CAES	796500	796500
	CAES	796600	796600
	CAES	797000	797000
	CAES	797100	797100
	CAES	797300	797300
	CAES	798000	798000
	CAES	798100	798100
	CAES	798300	798300
	CAES	799000	799000
	CAES	799100	799100
	CAES	799300	799300
	CAES	799999	799999
	CAFI	400099	400099
	CAFI	401100	401100
	CAFI	401200	401200
	CAFI	411100	411100
	CAFI	411300	411300
	CAFI	411400	411400
	CAFI	421000	421000
	CAFI	490010	490010
	CAFI	493000	493000
	CAFI	495000	495000
	CAFI	495100	495100
	CAFI	495400	495400
	CAFI	496100	496100
	CAFI	496200	496200
	CAFI	499099	499099
	CAFI	501000	501000
	CAFI	507000	507000
	CAFI	520000	520000
	CAFI	531000	531000
	CAFI	531100	531100
	CAFI	532000	532000
	CAFI	533000	533000
	CAFI	538000	538000
	CAFI	544000	544000
	CAFI	546000	546000
	CAFI	546099	546099
	CAFI	549010	549010
	CAFI	550000	550000
	CAFI	551010	551010
	CAFI	560000	560000
	CAFI	571000	571000
	CAFI	572000	572000
	CAFI	583000	583000
	CAFI	583100	583100
	CAFI	583200	583200
	CAFI	583300	583300
	CAFI	583400	583400
	CAFI	590000	590000
	CAFI	605000	605000
	CAFI	607100	607100
	CAFI	607200	607200
	CAFI	607300	607300
	CAFI	610000	610000
	CAFI	621100	621100
	CAFI	621400	621400
	CAFI	623000	623000
	CAFI	625000	625000
	CAFI	631000	631000
	CAFI	654000	654000
	CAFI	657100	657100
	CAFI	690000	690000
	CAFI	701000	701000
	CAFI	701110	701110
	CAFI	701210	701210
	CAFI	708100	708100
	CAFI	708200	708200
	CAFI	709000	709000
	CAFI	721000	721000
	CAFI	731600	731600
	CAFI	732100	732100
	CAFI	732300	732300
	CAFI	733100	733100
	CAFI	733200	733200
	CAFI	741100	741100
	CAFI	741200	741200
	CAFI	751100	751100
	CAFI	751200	751200
	CAFI	759000	759000
	CAFI	763000	763000
	CAFI	769010	769010
	CAFI	891000	891000
	CAFI	901100	901100
	CAFI	901200	901200
	CAFI	911100	911100
	CAFI	911200	911200
	CAFI	911300	911300
	CAFI	921100	921100
	CAFI	921200	921200
	CAFI	921300	921300
	CAFI	921400	921400
	CAFI	931110	931110
	CAFI	931120	931120
	CAFI	931130	931130
	CAFI	931140	931140
	CAFI	941100	941100
	CAFI	941200	941200
	CAFI	941300	941300
	CAFI	941400	941400
	CAFI	951110	951110
	CAFI	951120	951120
	CAFI	951130	951130
	CAFI	951140	951140
	CAFI	951150	951150
	CAFI	951160	951160
	CAFI	951170	951170
	CAFI	951520	951520
	CAFI	961100	961100
	CAFI	961200	961200
	CAFI	961300	961300
	CAFI	962100	962100
	CAFR	606100	0000606100
	CAFR	606300	0000606300
	CAFR	606400	0000606400
	CAFR	606800	0000606800
	CAFR	607010	0000607010
	CAFR	607011	0000607011
	CAFR	607020	0000607020
	CAFR	607021	0000607021
	CAFR	609100	0000609100
	CAFR	609200	0000609200
	CAFR	609400	0000609400
	CAFR	609500	0000609500
	CAFR	609600	0000609600
	CAFR	609700	0000609700
	CAFR	609800	0000609800
	CAFR	611000	0000611000
	CAFR	612200	0000612200
	CAFR	612500	0000612500
	CAFR	613200	0000613200
	CAFR	613500	0000613500
	CAFR	613600	0000613600
	CAFR	614000	0000614000
	CAFR	615200	0000615200
	CAFR	615500	0000615500
	CAFR	615600	0000615600
	CAFR	616100	0000616100
	CAFR	616200	0000616200
	CAFR	616360	0000616360
	CAFR	616370	0000616370
	CAFR	616380	0000616380
	CAFR	616400	0000616400
	CAFR	616500	0000616500
	CAFR	617000	0000617000
	CAFR	618000	0000618000
	CAFR	618100	0000618100
	CAFR	618300	0000618300
	CAFR	618500	0000618500
	CAFR	619000	0000619000
	CAFR	621100	0000621100
	CAFR	621400	0000621400
	CAFR	622100	0000622100
	CAFR	622200	0000622200
	CAFR	622400	0000622400
	CAFR	622500	0000622500
	CAFR	622600	0000622600
	CAFR	622700	0000622700
	CAFR	622800	0000622800
	CAFR	623100	0000623100
	CAFR	623200	0000623200
	CAFR	623300	0000623300
	CAFR	623400	0000623400
	CAFR	623500	0000623500
	CAFR	623600	0000623600
	CAFR	623700	0000623700
	CAFR	623800	0000623800
	CAFR	624100	0000624100
	CAFR	624200	0000624200
	CAFR	624300	0000624300
	CAFR	624400	0000624400
	CAFR	624700	0000624700
	CAFR	624800	0000624800
	CAFR	625100	0000625100
	CAFR	625500	0000625500
	CAFR	625600	0000625600
	CAFR	625700	0000625700
	CAFR	626000	0000626000
	CAFR	627100	0000627100
	CAFR	627200	0000627200
	CAFR	627500	0000627500
	CAFR	627600	0000627600
	CAFR	627800	0000627800
	CAFR	628100	0000628100
	CAFR	628400	0000628400
	CAFR	629000	0000629000
	CAFR	631100	0000631100
	CAFR	631200	0000631200
	CAFR	631300	0000631300
	CAFR	631400	0000631400
	CAFR	631800	0000631800
	CAFR	633100	0000633100
	CAFR	633200	0000633200
	CAFR	633300	0000633300
	CAFR	633400	0000633400
	CAFR	633500	0000633500
	CAFR	633800	0000633800
	CAFR	635110	0000635110
	CAFR	635120	0000635120
	CAFR	635130	0000635130
	CAFR	635140	0000635140
	CAFR	635200	0000635200
	CAFR	635300	0000635300
	CAFR	635410	0000635410
	CAFR	635800	0000635800
	CAFR	637100	0000637100
	CAFR	637200	0000637200
	CAFR	637400	0000637400
	CAFR	637800	0000637800
	CAFR	641100	0000641100
	CAFR	641200	0000641200
	CAFR	641300	0000641300
	CAFR	641400	0000641400
	CAFR	641500	0000641500
	CAFR	644000	0000644000
	CAFR	645100	0000645100
	CAFR	645200	0000645200
	CAFR	645300	0000645300
	CAFR	645400	0000645400
	CAFR	645800	0000645800
	CAFR	646000	0000646000
	CAFR	647100	0000647100
	CAFR	647200	0000647200
	CAFR	647300	0000647300
	CAFR	647400	0000647400
	CAFR	647500	0000647500
	CAFR	648000	0000648000
	CAFR	651100	0000651100
	CAFR	651600	0000651600
	CAFR	651800	0000651800
	CAFR	654100	0000654100
	CAFR	654400	0000654400
	CAFR	655100	0000655100
	CAFR	655500	0000655500
	CAFR	658000	0000658000
	CAFR	658100	0000658100
	CAFR	658200	0000658200
	CAFR	658300	0000658300
	CAFR	661160	0000661160
	CAFR	661170	0000661170
	CAFR	661500	0000661500
	CAFR	661600	0000661600
	CAFR	661700	0000661700
	CAFR	661810	0000661810
	CAFR	661880	0000661880
	CAFR	668000	0000668000
	CAFR	671100	0000671100
	CAFR	671200	0000671200
	CAFR	671300	0000671300
	CAFR	671400	0000671400
	CAFR	671500	0000671500
	CAFR	671700	0000671700
	CAFR	671800	0000671800
	CAFR	672000	0000672000
	CAFR	675000	0000675000
	CAFR	675100	0000675100
	CAFR	675200	0000675200
	CAFR	675600	0000675600
	CAFR	675800	0000675800
	CAFR	678100	0000678100
	CAFR	678200	0000678200
	CAFR	678300	0000678300
	CAFR	678800	0000678800
	CAFR	678810	0000678810
	CAFR	701100	0000701100
	CAFR	701200	0000701200
	CAFR	701999	0000701999
	CAFR	702000	0000702000
	CAFR	703000	0000703000
	CAFR	703100	0000703100
	CAFR	703200	0000703200
	CAFR	703300	0000703300
	CAFR	704100	0000704100
	CAFR	704200	0000704200
	CAFR	705000	0000705000
	CAFR	706000	0000706000
	CAFR	707100	0000707100
	CAFR	707200	0000707200
	CAFR	708100	0000708100
	CAFR	708200	0000708200
	CAFR	708300	0000708300
	CAFR	708400	0000708400
	CAFR	708500	0000708500
	CAFR	708600	0000708600
	CAFR	708700	0000708700
	CAFR	708800	0000708800
	CAFR	709100	0000709100
	CAFR	709200	0000709200
	CAFR	709400	0000709400
	CAFR	709500	0000709500
	CAFR	709600	0000709600
	CAFR	709700	0000709700
	CAFR	709800	0000709800
	CAFR	921000	0000921000
	CAFR	934000	0000934000
	CAFR	935000	0000935000
	CAFR	936000	0000936000
	CAFR	936100	0000936100
	CAFR	936200	0000936200
	CAFR	936300	0000936300
	CAFR	936400	0000936400
	CAFR	936500	0000936500
	CAFR	937000	0000937000
	CAFR	938000	0000938000
	CAFR	940000	0000940000
	CAFR	941000	0000941000
	CAFR	943000	0000943000
	CAFR	952110	0000952110
	CAFR	952120	0000952120
	CAFR	952200	0000952200
	CAHU	511000	511000
	CAHU	511100	511100
	CAHU	512000	512000
	CAHU	513000	513000
	CAHU	521000	521000
	CAHU	522000	522000
	CAHU	523000	523000
	CAHU	524000	524000
	CAHU	525000	525000
	CAHU	526000	526000
	CAHU	526100	526100
	CAHU	529000	529000
	CAHU	531000	531000
	CAHU	532000	532000
	CAHU	533000	533000
	CAHU	534000	534000
	CAHU	539000	539000
	CAHU	541000	541000
	CAHU	551000	551000
	CAHU	552000	552000
	CAHU	559000	559000
	CAHU	561000	561000
	CAHU	562000	562000
	CAHU	563000	563000
	CAHU	564000	564000
	CAHU	569000	569000
	CAHU	570000	570000
	CAHU	571000	571000
	CAHU	572100	572100
	CAHU	581000	581000
	CAHU	582000	582000
	CAHU	591000	591000
	CAHU	592000	592000
	CAHU	593000	593000
	CAHU	811000	811000
	CAHU	812000	812000
	CAHU	813000	813000
	CAHU	814100	814100
	CAHU	814200	814200
	CAHU	815000	815000
	CAHU	821000	821000
	CAHU	822000	822000
	CAHU	823000	823000
	CAHU	831000	831000
	CAHU	861000	861000
	CAHU	862000	862000
	CAHU	863100	863100
	CAHU	863300	863300
	CAHU	863400	863400
	CAHU	863500	863500
	CAHU	864100	864100
	CAHU	865100	865100
	CAHU	865200	865200
	CAHU	865300	865300
	CAHU	866100	866100
	CAHU	866200	866200
	CAHU	866300	866300
	CAHU	866400	866400
	CAHU	867100	867100
	CAHU	867200	867200
	CAHU	867300	867300
	CAHU	867400	867400
	CAHU	869100	869100
	CAHU	869200	869200
	CAHU	869300	869300
	CAHU	869400	869400
	CAHU	869900	869900
	CAHU	871100	871100
	CAHU	871200	871200
	CAHU	871300	871300
	CAHU	871400	871400
	CAHU	872100	872100
	CAHU	872200	872200
	CAHU	872300	872300
	CAHU	872400	872400
	CAHU	872500	872500
	CAHU	872600	872600
	CAHU	872700	872700
	CAHU	873100	873100
	CAHU	873200	873200
	CAHU	873300	873300
	CAHU	873400	873400
	CAHU	874100	874100
	CAHU	874200	874200
	CAHU	874300	874300
	CAHU	874600	874600
	CAHU	874700	874700
	CAHU	874800	874800
	CAHU	875100	875100
	CAHU	875200	875200
	CAHU	875300	875300
	CAHU	875400	875400
	CAHU	876100	876100
	CAHU	876200	876200
	CAHU	876300	876300
	CAHU	877000	877000
	CAHU	878000	878000
	CAHU	879000	879000
	CAHU	880100	880100
	CAHU	881000	881000
	CAHU	882000	882000
	CAHU	883000	883000
	CAHU	884000	884000
	CAHU	885000	885000
	CAHU	886000	886000
	CAHU	887000	887000
	CAHU	888000	888000
	CAHU	889000	889000
	CAHU	891000	891000
	CAJP	823100	823100
	CAJP	823110	823110
	CAJP	823120	823120
	CAJP	823200	823200
	CAJP	823300	823300
	CAJP	823400	823400
	CAJP	823500	823500
	CAJP	823510	823510
	CAJP	824100	824100
	CAJP	824200	824200
	CAJP	824300	824300
	CAJP	824400	824400
	CAJP	824500	824500
	CAJP	824600	824600
	CAJP	824700	824700
	CAJP	824800	824800
	CAJP	824900	824900
	CAJP	825000	825000
	CAJP	825100	825100
	CAJP	825300	825300
	CAJP	825400	825400
	CAJP	825500	825500
	CAJP	825600	825600
	CAJP	825700	825700
	CAJP	825800	825800
	CAJP	825900	825900
	CAJP	826000	826000
	CAJP	826010	826010
	CAJP	826100	826100
	CAJP	826200	826200
	CAJP	826300	826300
	CAJP	826400	826400
	CAJP	826450	826450
	CAJP	826500	826500
	CAJP	826600	826600
	CAJP	826700	826700
	CAJP	826800	826800
	CAJP	826810	826810
	CAJP	826820	826820
	CAJP	826850	826850
	CAJP	826900	826900
	CAJP	831000	831000
	CAJP	831100	831100
	CAJP	831200	831200
	CAJP	832000	832000
	CAJP	890000	890000
	CAJP	890002	890002
	CAJP	892000	892000
	CAJP	893015	893015
	CAJP	895000	895000
	CAJP	896000	896000
	CAJP	896100	896100
	CAJP	896200	896200
	CAJP	921000	921000
	CAJP	921100	921100
	CAJP	1000100	1000100
	CAJP	1000200	1000200
	CAJP	1000300	1000300
	CAJP	1001100	1001100
	CAJP	1001200	1001200
	CAJP	1001300	1001300
	CAJP	1001400	1001400
	CAJP	1001500	1001500
	CAJP	1001600	1001600
	CAJP	1001700	1001700
	CAJP	1002010	1002010
	CAJP	1002020	1002020
	CAJP	1002030	1002030
	CAJP	1002040	1002040
	CAJP	1002050	1002050
	CAJP	1002060	1002060
	CAJP	1002070	1002070
	CAJP	1002080	1002080
	CAJP	1002090	1002090
	CAJP	1002100	1002100
	CAJP	1003100	1003100
	CAJP	1003200	1003200
	CAJP	1003300	1003300
	CAJP	1003400	1003400
	CAJP	1003500	1003500
	CAJP	1004200	1004200
	CAJP	1004300	1004300
	CAJP	1004400	1004400
	CAJP	1004500	1004500
	CAJP	1004600	1004600
	CAJP	1004700	1004700
	CAJP	1004800	1004800
	CAJP	1004900	1004900
	CAJP	1005000	1005000
	CAJP	1006000	1006000
	CAJP	1007000	1007000
	CAJP	1007010	1007010
	CAJP	1007020	1007020
	CAJP	1007100	1007100
	CAKR	51000100	51000100
	CAKR	51000140	51000140
	CAKR	51000170	51000170
	CAKR	51000200	51000200
	CAKR	51000300	51000300
	CAKR	51000400	51000400
	CAKR	51000450	51000450
	CAKR	51000500	51000500
	CAKR	51000550	51000550
	CAKR	51000600	51000600
	CAKR	51000650	51000650
	CAKR	51000700	51000700
	CAKR	51000810	51000810
	CAKR	51000820	51000820
	CAKR	51000830	51000830
	CAKR	51000840	51000840
	CAKR	51000850	51000850
	CAKR	51000860	51000860
	CAKR	51000900	51000900
	CAKR	51001000	51001000
	CAKR	51001100	51001100
	CAKR	51001200	51001200
	CAKR	51001300	51001300
	CAKR	51001400	51001400
	CAKR	51001500	51001500
	CAKR	51001600	51001600
	CAKR	51001700	51001700
	CAKR	51001800	51001800
	CAKR	52000300	52000300
	CAKR	52000400	52000400
	CAKR	52000500	52000500
	CAKR	52000600	52000600
	CAKR	52000700	52000700
	CAKR	52000800	52000800
	CAKR	52000900	52000900
	CAKR	53000100	53000100
	CAKR	53000200	53000200
	CAKR	53000300	53000300
	CAKR	53000400	53000400
	CAKR	53000500	53000500
	CAKR	53000600	53000600
	CAKR	53000700	53000700
	CAKR	53000800	53000800
	CAKR	53000900	53000900
	CAKR	53000980	53000980
	CAKR	53000990	53000990
	CAKR	53001000	53001000
	CAKR	53001100	53001100
	CAKR	53001200	53001200
	CAKR	53001201	53001201
	CAKR	53001202	53001202
	CAKR	53001203	53001203
	CAKR	53001204	53001204
	CAKR	53001205	53001205
	CAKR	53001300	53001300
	CAKR	53001400	53001400
	CAKR	53001500	53001500
	CAKR	53001600	53001600
	CAKR	53001700	53001700
	CAKR	53001750	53001750
	CAKR	53001800	53001800
	CAKR	53009998	53009998
	CAKR	53009999	53009999
	CAKR	54000100	54000100
	CAKR	54000200	54000200
	CAKR	54000300	54000300
	CAKR	54000400	54000400
	CAKR	54000500	54000500
	CAKR	54000600	54000600
	CAKR	54000700	54000700
	CAKR	54000800	54000800
	CAKR	54000900	54000900
	CAKR	54001000	54001000
	CAKR	54001100	54001100
	CAKR	54001200	54001200
	CAKR	54001210	54001210
	CAKR	54001300	54001300
	CAKR	54001400	54001400
	CAKR	54001500	54001500
	CAKR	54001550	54001550
	CAKR	54001590	54001590
	CAKR	54001600	54001600
	CAKR	54001700	54001700
	CAKR	54001800	54001800
	CAKR	54001900	54001900
	CAKR	54002000	54002000
	CAKR	54002100	54002100
	CAKR	54002200	54002200
	CAKR	54002300	54002300
	CAKR	54002400	54002400
	CAKR	54002500	54002500
	CAKR	54002600	54002600
	CAKR	54002700	54002700
	CAKR	54002800	54002800
	CAKR	54002900	54002900
	CAKR	56000100	56000100
	CAKR	56000200	56000200
	CAKR	56000300	56000300
	CAKR	56000400	56000400
	CAKR	56000500	56000500
	CAKR	56000600	56000600
	CAKR	56000700	56000700
	CAKR	56000800	56000800
	CAKR	56000900	56000900
	CAKR	56001000	56001000
	CAKR	56001100	56001100
	CAKR	56001200	56001200
	CAKR	56001300	56001300
	CAKR	56001400	56001400
	CAKR	56001500	56001500
	CAKR	56001600	56001600
	CAKR	56001700	56001700
	CAKR	56001750	56001750
	CAKR	56001790	56001790
	CAKR	56001800	56001800
	CAKR	60001000	60001000
	CAKR	60002000	60002000
	CAKR	60003000	60003000
	CAKR	60004000	60004000
	CAKR	61000000	61000000
	CAKR	61001000	61001000
	CAKR	61002000	61002000
	CAKR	61003000	61003000
	CAKR	61004000	61004000
	CAKR	61102000	61102000
	CAKR	61103000	61103000
	CAKR	61104000	61104000
	CAKR	62001000	62001000
	CAKR	62002000	62002000
	CAKR	62003000	62003000
	CAKR	62004000	62004000
	CAKR	63001000	63001000
	CAKR	63002000	63002000
	CAKR	64001000	64001000
	CAKR	64001500	64001500
	CAKR	64005000	64005000
	CAKR	64005500	64005500
	CAKZ	22199000	22199000
	CAKZ	22199100	22199100
	CAKZ	70199000	70199000
	CAKZ	70999000	70999000
	CAKZ	72299000	72299000
	CAKZ	TZ030100	TZ030100
	CAKZ	TZ131000	TZ131000
	CAKZ	TZ201000	TZ201000
	CAKZ	TZ202000	TZ202000
	CAKZ	TZ203000	TZ203000
	CAKZ	TZ204000	TZ204000
	CAKZ	TZ205000	TZ205000
	CAKZ	TZ206000	TZ206000
	CAKZ	TZ651000	TZ651000
	CAKZ	TZ652000	TZ652000
	CAKZ	TZ653000	TZ653000
	CAKZ	TZ654000	TZ654000
	CAKZ	TZ681000	TZ681000
	CAKZ	TZ681010	TZ681010
	CAKZ	TZ999101	TZ999101
	CAKZ	TZ999102	TZ999102
	CAKZ	TZ999103	TZ999103
	CAKZ	TZ999201	TZ999201
	CAKZ	TZ999202	TZ999202
	CAKZ	TZ999203	TZ999203
	CAKZ	TZ999204	TZ999204
	CAKZ	TZ999301	TZ999301
	CAKZ	TZ999302	TZ999302
	CAKZ	TZ999303	TZ999303
	CAKZ	TZ999304	TZ999304
	CAKZ	TZ999401	TZ999401
	CAKZ	TZ999402	TZ999402
	CAKZ	TZ999403	TZ999403
	CAKZ	TZ999404	TZ999404
	CAKZ	TZ999405	TZ999405
	CAKZ	TZ999501	TZ999501
	CAKZ	TZ999502	TZ999502
	CAKZ	TZ999503	TZ999503
	CAKZ	TZ999504	TZ999504
	CAKZ	TZ999505	TZ999505
	CAKZ	TZ999506	TZ999506
	CAKZ	TZ999507	TZ999507
	CAKZ	TZ999601	TZ999601
	CAKZ	TZ999602	TZ999602
	CAKZ	TZ999603	TZ999603
	CAKZ	TZ999701	TZ999701
	CANA	510000	0000510000
	CANA	510010	0000510010
	CANA	510020	0000510020
	CANA	510030	0000510030
	CANA	510040	0000510040
	CANA	510050	0000510050
	CANA	510060	0000510060
	CANA	510070	0000510070
	CANA	510080	0000510080
	CANA	510085	0000510085
	CANA	520000	0000520000
	CANA	520010	0000520010
	CANA	520020	0000520020
	CANA	520030	0000520030
	CANA	520040	0000520040
	CANA	520050	0000520050
	CANA	520060	0000520060
	CANA	520070	0000520070
	CANA	520075	0000520075
	CANA	520080	0000520080
	CANA	520085	0000520085
	CANA	520090	0000520090
	CANA	520100	0000520100
	CANA	520110	0000520110
	CANA	520120	0000520120
	CANA	520130	0000520130
	CANA	530000	0000530000
	CANA	530010	0000530010
	CANA	530020	0000530020
	CANA	530030	0000530030
	CANA	530040	0000530040
	CANA	530050	0000530050
	CANA	530060	0000530060
	CANA	530070	0000530070
	CANA	610010	0000610010
	CANA	610030	0000610030
	CANA	610035	0000610035
	CANA	610040	0000610040
	CANA	610045	0000610045
	CANA	610060	0000610060
	CANA	610065	0000610065
	CANA	610070	0000610070
	CANA	610075	0000610075
	CANA	610080	0000610080
	CANA	610085	0000610085
	CANA	610100	0000610100
	CANA	610200	0000610200
	CANA	610300	0000610300
	CANA	610400	0000610400
	CANA	610500	0000610500
	CANA	610510	0000610510
	CANA	610600	0000610600
	CANA	611000	0000611000
	CANA	611010	0000611010
	CANA	611020	0000611020
	CANA	611030	0000611030
	CANA	611040	0000611040
	CANA	611050	0000611050
	CANA	611060	0000611060
	CANA	612000	0000612000
	CANA	612010	0000612010
	CANA	612020	0000612020
	CANA	612030	0000612030
	CANA	620000	0000620000
	CANA	630010	0000630010
	CANA	630020	0000630020
	CANA	630030	0000630030
	CANA	630040	0000630040
	CANA	630050	0000630050
	CANA	630060	0000630060
	CANA	630400	0000630400
	CANA	630410	0000630410
	CANA	630420	0000630420
	CANA	630430	0000630430
	CANA	630440	0000630440
	CANA	630450	0000630450
	CANA	630460	0000630460
	CANA	630470	0000630470
	CANA	630480	0000630480
	CANA	640010	0000640010
	CANA	640020	0000640020
	CANA	640030	0000640030
	CANA	640040	0000640040
	CANA	640050	0000640050
	CANA	640060	0000640060
	CANA	640080	0000640080
	CANA	640200	0000640200
	CANA	640400	0000640400
	CANA	640410	0000640410
	CANA	640420	0000640420
	CANA	640430	0000640430
	CANA	650000	0000650000
	CANA	650010	0000650010
	CANA	650020	0000650020
	CANA	650085	0000650085
	CANA	651000	0000651000
	CANA	652000	0000652000
	CANA	653000	0000653000
	CANA	654000	0000654000
	CANA	660000	0000660000
	CANA	700000	0000700000
	CANA	700100	0000700100
	CANA	700110	0000700110
	CANA	700120	0000700120
	CANA	700130	0000700130
	CANA	700140	0000700140
	CANA	700150	0000700150
	CANA	700200	0000700200
	CANA	700210	0000700210
	CANA	700400	0000700400
	CANA	700410	0000700410
	CANA	700420	0000700420
	CANA	700500	0000700500
	CANA	700600	0000700600
	CANA	700800	0000700800
	CANA	701000	0000701000
	CANA	701100	0000701100
	CANA	701110	0000701110
	CANA	701120	0000701120
	CANA	701130	0000701130
	CANA	701140	0000701140
	CANA	701150	0000701150
	CANA	701160	0000701160
	CANA	702000	0000702000
	CANA	702100	0000702100
	CANA	702110	0000702110
	CANA	702120	0000702120
	CANA	702130	0000702130
	CANA	702140	0000702140
	CANA	702150	0000702150
	CANA	702160	0000702160
	CANA	702170	0000702170
	CANA	702180	0000702180
	CANA	702190	0000702190
	CANA	702200	0000702200
	CANA	703000	0000703000
	CANA	750010	0000750010
	CANA	750020	0000750020
	CANA	750030	0000750030
	CANA	800000	0000800000
	CANA	801000	0000801000
	CANA	802000	0000802000
	CANA	810000	0000810000
	CANA	820000	0000820000
	CANA	821000	0000821000
	CANA	822000	0000822000
	CANA	823000	0000823000
	CANA	824000	0000824000
	CANA	825000	0000825000
	CANA	826000	0000826000
	CANA	827000	0000827000
	CANA	828000	0000828000
	CANA	829000	0000829000
	CANA	840000	0000840000
	CANA	841000	0000841000
	CANA	842000	0000842000
	CANA	843000	0000843000
	CANO	409000	0000409000
	CANO	409010	0000409010
	CANO	409900	0000409900
	CANO	429000	0000429000
	CANO	432500	0000432500
	CANO	439000	0000439000
	CANO	439010	0000439010
	CANO	439020	0000439020
	CANO	439100	0000439100
	CANO	449000	0000449000
	CANO	450000	0000450000
	CANO	459000	0000459000
	CANO	500000	0000500000
	CANO	502000	0000502000
	CANO	509000	0000509000
	CANO	512000	0000512000
	CANO	513000	0000513000
	CANO	514000	0000514000
	CANO	515000	0000515000
	CANO	516000	0000516000
	CANO	517000	0000517000
	CANO	520000	0000520000
	CANO	521000	0000521000
	CANO	522000	0000522000
	CANO	523000	0000523000
	CANO	524000	0000524000
	CANO	528000	0000528000
	CANO	529000	0000529000
	CANO	530000	0000530000
	CANO	533000	0000533000
	CANO	539000	0000539000
	CANO	540000	0000540000
	CANO	542000	0000542000
	CANO	550000	0000550000
	CANO	570000	0000570000
	CANO	580000	0000580000
	CANO	582000	0000582000
	CANO	589000	0000589000
	CANO	590000	0000590000
	CANO	591000	0000591000
	CANO	592000	0000592000
	CANO	593000	0000593000
	CANO	599000	0000599000
	CANO	600000	0000600000
	CANO	601000	0000601000
	CANO	602000	0000602000
	CANO	605000	0000605000
	CANO	610000	0000610000
	CANO	611000	0000611000
	CANO	620000	0000620000
	CANO	621000	0000621000
	CANO	622000	0000622000
	CANO	625000	0000625000
	CANO	626000	0000626000
	CANO	630000	0000630000
	CANO	634000	0000634000
	CANO	634100	0000634100
	CANO	639000	0000639000
	CANO	640000	0000640000
	CANO	641000	0000641000
	CANO	642000	0000642000
	CANO	643000	0000643000
	CANO	644000	0000644000
	CANO	649000	0000649000
	CANO	650000	0000650000
	CANO	651000	0000651000
	CANO	652000	0000652000
	CANO	653000	0000653000
	CANO	654000	0000654000
	CANO	655000	0000655000
	CANO	656000	0000656000
	CANO	657000	0000657000
	CANO	659000	0000659000
	CANO	660000	0000660000
	CANO	662000	0000662000
	CANO	669000	0000669000
	CANO	670000	0000670000
	CANO	672000	0000672000
	CANO	679000	0000679000
	CANO	680000	0000680000
	CANO	682000	0000682000
	CANO	684000	0000684000
	CANO	686000	0000686000
	CANO	689000	0000689000
	CANO	690000	0000690000
	CANO	690100	0000690100
	CANO	694000	0000694000
	CANO	700000	0000700000
	CANO	702000	0000702000
	CANO	704000	0000704000
	CANO	709000	0000709000
	CANO	710000	0000710000
	CANO	713000	0000713000
	CANO	714000	0000714000
	CANO	714020	0000714020
	CANO	714030	0000714030
	CANO	715000	0000715000
	CANO	716000	0000716000
	CANO	716100	0000716100
	CANO	716200	0000716200
	CANO	721000	0000721000
	CANO	730000	0000730000
	CANO	732000	0000732000
	CANO	735000	0000735000
	CANO	736000	0000736000
	CANO	739000	0000739000
	CANO	740000	0000740000
	CANO	741000	0000741000
	CANO	742000	0000742000
	CANO	743000	0000743000
	CANO	750000	0000750000
	CANO	755000	0000755000
	CANO	756000	0000756000
	CANO	760000	0000760000
	CANO	761000	0000761000
	CANO	762000	0000762000
	CANO	763000	0000763000
	CANO	771000	0000771000
	CANO	772000	0000772000
	CANO	773000	0000773000
	CANO	775000	0000775000
	CANO	777000	0000777000
	CANO	781900	0000781900
	CANO	791000	0000791000
