	KTOPL	KSTAR	KSTSN	FUNC_AREA
	CANO	791020	0000791020
	CANO	791030	0000791030
	CANO	792000	0000792000
	CANO	792010	0000792010
	CANO	792020	0000792020
	CANO	793020	0000793020
	CANO	799000	0000799000
	CANO	815000	0000815000
	CANO	817000	0000817000
	CANO	817100	0000817100
	CANO	911100	0000911100
	CANO	911200	0000911200
	CANO	911300	0000911300
	CANO	921100	0000921100
	CANO	921200	0000921200
	CANO	921300	0000921300
	CANO	921400	0000921400
	CANO	931110	0000931110
	CANO	931120	0000931120
	CANO	931130	0000931130
	CANO	931140	0000931140
	CANO	941100	0000941100
	CANO	941200	0000941200
	CANO	941300	0000941300
	CANO	941400	0000941400
	CANO	951110	0000951110
	CANO	951120	0000951120
	CANO	951130	0000951130
	CANO	951140	0000951140
	CANO	951150	0000951150
	CANO	951160	0000951160
	CANO	951170	0000951170
	CANO	951520	0000951520
	CANO	961100	0000961100
	CANO	961200	0000961200
	CANO	961300	0000961300
	CANO	962100	0000962100
	CAPE	6220000000	6220000000
	CAPE	6230000000	6230000000
	CAPE	6240000000	6240000000
	CAPE	6250000000	6250000000
	CAPE	6260000000	6260000000
	CAPE	6270000000	6270000000
	CAPE	6271000000	6271000000
	CAPE	6272000000	6272000000
	CAPE	6273000000	6273000000
	CAPE	6274000000	6274000000
	CAPE	6275000000	6275000000
	CAPE	6279000000	6279000000
	CAPE	6280000000	6280000000
	CAPE	6290000000	6290000000
	CAPE	6300000000	6300000000
	CAPE	6310000000	6310000000
	CAPE	6320000000	6320000000
	CAPE	6330000000	6330000000
	CAPE	6340000000	6340000000
	CAPE	6350000000	6350000000
	CAPE	6360000000	6360000000
	CAPE	6370000000	6370000000
	CAPE	6380000000	6380000000
	CAPE	6390000000	6390000000
	CAPE	6420000000	6420000000
	CAPE	6430000000	6430000000
	CAPE	6440000000	6440000000
	CAPE	6450000000	6450000000
	CAPE	6460000000	6460000000
	CAPE	6470000000	6470000000
	CAPE	6490000000	6490000000
	CAPE	6510000000	6510000000
	CAPE	6520000000	6520000000
	CAPE	6530000000	6530000000
	CAPE	6540000000	6540000000
	CAPE	6590000000	6590000000
	CAPE	6610000000	6610000000
	CAPE	6620000000	6620000000
	CAPE	6630000000	6630000000
	CAPE	6640000000	6640000000
	CAPE	6650000000	6650000000
	CAPE	6660000000	6660000000
	CAPE	6680000000	6680000000
	CAPE	6690000000	6690000000
	CAPE	6710000000	6710000000
	CAPE	6720000000	6720000000
	CAPE	6730000000	6730000000
	CAPE	6740000000	6740000000
	CAPE	6750000000	6750000000
	CAPE	6760000000	6760000000
	CAPE	6780000000	6780000000
	CAPE	6790000000	6790000000
	CAPE	6810000000	6810000000
	CAPE	6830000000	6830000000
	CAPE	6840000000	6840000000
	CAPE	6850000000	6850000000
	CAPE	6860000000	6860000000
	CAPE	6870000000	6870000000
	CAPE	6890000000	6890000000
	CAPE	6910000000	6910000000
	CAPE	6920000000	6920000000
	CAPE	6930000000	6930000000
	CAPE	7010000000	7010000000
	CAPE	7020000000	7020000000
	CAPE	7030000000	7030000000
	CAPE	7070000000	7070000000
	CAPE	7090000000	7090000000
	CAPE	7110000000	7110000000
	CAPE	7120000000	7120000000
	CAPE	7130000000	7130000000
	CAPE	7140000000	7140000000
	CAPE	7210000000	7210000000
	CAPE	7220000000	7220000000
	CAPE	7400000000	7400000000
	CAPE	7510000000	7510000000
	CAPE	7520000000	7520000000
	CAPE	7530000000	7530000000
	CAPE	7540000000	7540000000
	CAPE	7550000000	7550000000
	CAPE	7560000000	7560000000
	CAPE	7580000000	7580000000
	CAPE	7590000000	7590000000
	CAPE	7610000000	7610000000
	CAPE	7620000000	7620000000
	CAPE	7630000000	7630000000
	CAPE	7640000000	7640000000
	CAPE	7650000000	7650000000
	CAPE	7660000000	7660000000
	CAPE	7680000000	7680000000
	CAPE	7690000000	7690000000
	CAPE	7710000000	7710000000
	CAPE	7720000000	7720000000
	CAPE	7730000000	7730000000
	CAPE	7740000000	7740000000
	CAPE	7750000000	7750000000
	CAPE	7760000000	7760000000
	CAPE	7770000000	7770000000
	CAPE	7790000000	7790000000
	CAPL	401000	401000
	CAPL	401100	401100
	CAPL	401200	401200
	CAPL	401300	401300
	CAPL	411000	411000
	CAPL	411010	411010
	CAPL	411020	411020
	CAPL	411030	411030
	CAPL	411040	411040
	CAPL	411050	411050
	CAPL	411060	411060
	CAPL	411070	411070
	CAPL	411080	411080
	CAPL	411090	411090
	CAPL	411100	411100
	CAPL	411110	411110
	CAPL	419100	419100
	CAPL	419200	419200
	CAPL	419300	419300
	CAPL	426000	426000
	CAPL	427000	427000
	CAPL	428000	428000
	CAPL	429010	429010
	CAPL	429020	429020
	CAPL	429030	429030
	CAPL	429040	429040
	CAPL	429050	429050
	CAPL	429060	429060
	CAPL	429070	429070
	CAPL	429080	429080
	CAPL	429900	429900
	CAPL	431100	431100
	CAPL	431200	431200
	CAPL	431300	431300
	CAPL	431400	431400
	CAPL	431500	431500
	CAPL	431600	431600
	CAPL	441100	441100
	CAPL	441200	441200
	CAPL	445000	445000
	CAPL	449100	449100
	CAPL	449200	449200
	CAPL	449300	449300
	CAPL	449400	449400
	CAPL	449500	449500
	CAPL	449600	449600
	CAPL	461000	461000
	CAPL	462100	462100
	CAPL	462200	462200
	CAPL	463000	463000
	CAPL	464100	464100
	CAPL	464900	464900
	CAPL	465000	465000
	CAPL	466100	466100
	CAPL	466200	466200
	CAPL	468100	468100
	CAPL	468200	468200
	CAPL	469100	469100
	CAPL	469200	469200
	CAPL	469300	469300
	CAPL	469400	469400
	CAPL	490000	490000
	CAPL	490110	490110
	CAPL	490120	490120
	CAPL	490130	490130
	CAPL	490210	490210
	CAPL	490220	490220
	CAPL	490500	490500
	CAPL	490510	490510
	CAPL	490520	490520
	CAPL	490530	490530
	CAPL	490540	490540
	CAPL	490550	490550
	CAPL	701000	701000
	CAPL	701010	701010
	CAPL	701020	701020
	CAPL	701030	701030
	CAPL	701040	701040
	CAPL	702000	702000
	CAPL	702010	702010
	CAPL	702020	702020
	CAPL	702030	702030
	CAPL	702040	702040
	CAPL	703000	703000
	CAPL	703010	703010
	CAPL	703020	703020
	CAPL	703030	703030
	CAPL	703040	703040
	CAPL	711000	711000
	CAPL	712000	712000
	CAPL	713000	713000
	CAPL	731000	731000
	CAPL	731010	731010
	CAPL	731020	731020
	CAPL	731030	731030
	CAPL	731040	731040
	CAPL	732000	732000
	CAPL	732010	732010
	CAPL	732020	732020
	CAPL	732030	732030
	CAPL	732040	732040
	CAPL	733000	733000
	CAPL	733010	733010
	CAPL	733020	733020
	CAPL	733030	733030
	CAPL	733040	733040
	CAPL	737000	737000
	CAPL	738000	738000
	CAPL	739000	739000
	CAPL	741100	741100
	CAPL	741110	741110
	CAPL	741120	741120
	CAPL	741130	741130
	CAPL	741140	741140
	CAPL	741200	741200
	CAPL	741210	741210
	CAPL	741220	741220
	CAPL	741230	741230
	CAPL	741240	741240
	CAPL	746100	746100
	CAPL	746200	746200
	CAPL	751000	751000
	CAPL	752000	752000
	CAPL	753100	753100
	CAPL	753200	753200
	CAPL	754100	754100
	CAPL	754200	754200
	CAPL	756000	756000
	CAPL	757000	757000
	CAPL	758100	758100
	CAPL	758200	758200
	CAPL	758300	758300
	CAPL	759100	759100
	CAPL	759200	759200
	CAPL	761100	761100
	CAPL	761110	761110
	CAPL	761120	761120
	CAPL	761130	761130
	CAPL	761140	761140
	CAPL	761200	761200
	CAPL	761210	761210
	CAPL	761220	761220
	CAPL	761230	761230
	CAPL	761240	761240
	CAPL	763100	763100
	CAPL	763200	763200
	CAPL	763300	763300
	CAPL	763400	763400
	CAPL	763900	763900
	CAPL	766100	766100
	CAPL	766200	766200
	CAPL	768100	768100
	CAPL	768200	768200
	CAPL	768300	768300
	CAPL	768400	768400
	CAPL	768500	768500
	CAPL	768900	768900
	CAPL	770100	770100
	CAPL	770200	770200
	CAPL	770300	770300
	CAPL	770900	770900
	CAPL	771100	771100
	CAPL	771200	771200
	CAPL	771300	771300
	CAPL	771900	771900
	CAPL	941100	941100
	CAPL	941300	941300
	CAPL	941400	941400
	CAPL	941500	941500
	CAPL	941600	941600
	CAPL	941700	941700
	CAPL	941800	941800
	CAPL	941900	941900
	CAPL	942000	942000
	CAPL	942100	942100
	CAPL	942300	942300
	CAPL	942500	942500
	CAPL	942610	942610
	CAPL	942620	942620
	CAPL	942630	942630
	CAPL	942640	942640
	CAPL	943100	943100
	CAPL	943110	943110
	CAPL	943120	943120
	CAPL	943130	943130
	CAPL	943150	943150
	CAPL	943200	943200
	CAPL	943300	943300
	CAPL	943400	943400
	CAPL	943500	943500
	CAPL	943600	943600
	CAPL	943700	943700
	CAPL	944000	944000
	CAPL	944100	944100
	CAPL	944110	944110
	CAPL	944120	944120
	CAPL	944130	944130
	CAPL	944140	944140
	CAPL	944150	944150
	CAPL	944160	944160
	CAPL	948000	948000
	CAPL	948100	948100
	CAPL	948200	948200
	CAPL	948300	948300
	CAPL	948400	948400
	CAPL	949000	949000
	CAPL	949100	949100
	CAPL	949200	949200
	CAPL	949300	949300
	CAPL	949400	949400
	CAPL	949500	949500
	CAPL	949600	949600
	CAPL	949700	949700
	CAPL	949800	949800
	CAPL	949900	949900
	CAPL	949910	949910
	CAPL	950000	950000
	CAPL	951000	951000
	CAPL	952000	952000
	CAPL	952500	952500
	CAPL	953000	953000
	CAPL	955100	955100
	CAPL	955110	955110
	CAPL	955200	955200
	CAPL	955300	955300
	CAPL	955400	955400
	CAPL	956000	956000
	CAPL	956100	956100
	CAPL	956200	956200
	CAPL	956300	956300
	CAPL	956400	956400
	CAPT	612000	612000
	CAPT	616000	616000
	CAPT	616100	616100
	CAPT	616200	616200
	CAPT	616300	616300
	CAPT	616400	616400
	CAPT	621000	621000
	CAPT	622110	622110
	CAPT	622120	622120
	CAPT	622130	622130
	CAPT	622140	622140
	CAPT	622150	622150
	CAPT	622160	622160
	CAPT	622170	622170
	CAPT	622180	622180
	CAPT	622190	622190
	CAPT	622210	622210
	CAPT	622220	622220
	CAPT	622230	622230
	CAPT	622240	622240
	CAPT	622250	622250
	CAPT	622260	622260
	CAPT	622270	622270
	CAPT	622280	622280
	CAPT	622290	622290
	CAPT	622310	622310
	CAPT	622320	622320
	CAPT	622330	622330
	CAPT	622340	622340
	CAPT	622350	622350
	CAPT	622360	622360
	CAPT	622980	622980
	CAPT	631100	631100
	CAPT	631200	631200
	CAPT	631300	631300
	CAPT	631400	631400
	CAPT	631700	631700
	CAPT	631800	631800
	CAPT	632000	632000
	CAPT	641000	641000
	CAPT	642000	642000
	CAPT	643000	643000
	CAPT	644000	644000
	CAPT	645000	645000
	CAPT	646000	646000
	CAPT	647000	647000
	CAPT	648000	648000
	CAPT	651000	651000
	CAPT	652000	652000
	CAPT	653000	653000
	CAPT	654000	654000
	CAPT	662100	662100
	CAPT	662200	662200
	CAPT	662300	662300
	CAPT	662400	662400
	CAPT	662500	662500
	CAPT	662600	662600
	CAPT	662710	662710
	CAPT	662720	662720
	CAPT	662800	662800
	CAPT	663100	663100
	CAPT	663200	663200
	CAPT	663300	663300
	CAPT	663400	663400
	CAPT	671100	671100
	CAPT	671800	671800
	CAPT	672100	672100
	CAPT	672200	672200
	CAPT	672300	672300
	CAPT	672400	672400
	CAPT	672500	672500
	CAPT	672800	672800
	CAPT	673200	673200
	CAPT	673300	673300
	CAPT	673400	673400
	CAPT	673500	673500
	CAPT	673600	673600
	CAPT	681100	681100
	CAPT	681200	681200
	CAPT	681300	681300
	CAPT	681400	681400
	CAPT	681500	681500
	CAPT	681800	681800
	CAPT	682000	682000
	CAPT	683100	683100
	CAPT	683200	683200
	CAPT	684100	684100
	CAPT	684200	684200
	CAPT	684300	684300
	CAPT	684400	684400
	CAPT	684500	684500
	CAPT	684800	684800
	CAPT	685000	685000
	CAPT	685050	685050
	CAPT	686000	686000
	CAPT	687000	687000
	CAPT	688100	688100
	CAPT	688200	688200
	CAPT	688800	688800
	CAPT	691000	691000
	CAPT	692000	692000
	CAPT	693100	693100
	CAPT	693200	693200
	CAPT	693300	693300
	CAPT	693400	693400
	CAPT	693500	693500
	CAPT	693700	693700
	CAPT	693800	693800
	CAPT	694100	694100
	CAPT	694200	694200
	CAPT	694300	694300
	CAPT	694400	694400
	CAPT	694500	694500
	CAPT	694800	694800
	CAPT	695100	695100
	CAPT	695200	695200
	CAPT	695800	695800
	CAPT	696100	696100
	CAPT	696200	696200
	CAPT	697000	697000
	CAPT	698100	698100
	CAPT	698400	698400
	CAPT	698410	698410
	CAPT	698500	698500
	CAPT	698800	698800
	CAPT	711000	711000
	CAPT	712000	712000
	CAPT	713000	713000
	CAPT	716000	716000
	CAPT	717000	717000
	CAPT	718000	718000
	CAPT	721000	721000
	CAPT	725000	725000
	CAPT	726000	726000
	CAPT	728000	728000
	CAPT	731000	731000
	CAPT	732000	732000
	CAPT	733000	733000
	CAPT	734000	734000
	CAPT	735000	735000
	CAPT	736000	736000
	CAPT	741000	741000
	CAPT	748000	748000
	CAPT	751000	751000
	CAPT	752000	752000
	CAPT	753000	753000
	CAPT	754000	754000
	CAPT	755000	755000
	CAPT	761000	761000
	CAPT	768000	768000
	CAPT	781100	781100
	CAPT	781200	781200
	CAPT	781300	781300
	CAPT	781400	781400
	CAPT	781500	781500
	CAPT	781600	781600
	CAPT	781800	781800
	CAPT	782000	782000
	CAPT	783000	783000
	CAPT	784000	784000
	CAPT	785000	785000
	CAPT	786000	786000
	CAPT	787000	787000
	CAPT	788000	788000
	CAPT	790000	790000
	CAPT	791000	791000
	CAPT	792000	792000
	CAPT	793100	793100
	CAPT	793200	793200
	CAPT	793300	793300
	CAPT	793400	793400
	CAPT	793800	793800
	CAPT	794100	794100
	CAPT	794200	794200
	CAPT	794300	794300
	CAPT	794400	794400
	CAPT	794800	794800
	CAPT	795000	795000
	CAPT	796000	796000
	CAPT	796100	796100
	CAPT	796200	796200
	CAPT	797000	797000
	CAPT	798100	798100
	CAPT	798200	798200
	CAPT	798250	798250
	CAPT	798300	798300
	CAPT	798400	798400
	CAPT	798800	798800
	CAPT	911100	911100
	CAPT	911200	911200
	CAPT	911300	911300
	CAPT	921100	921100
	CAPT	921200	921200
	CAPT	921300	921300
	CAPT	931110	931110
	CAPT	931120	931120
	CAPT	931130	931130
	CAPT	931140	931140
	CAPT	931150	931150
	CAPT	931160	931160
	CAPT	931170	931170
	CAPT	931180	931180
	CAPT	931190	931190
	CAPT	931210	931210
	CAPT	931220	931220
	CAPT	931230	931230
	CAPT	931240	931240
	CAPT	931250	931250
	CAPT	931260	931260
	CAPT	931270	931270
	CAPT	931280	931280
	CAPT	931290	931290
	CAPT	931310	931310
	CAPT	931320	931320
	CAPT	941100	941100
	CAPT	941200	941200
	CAPT	941300	941300
	CAPT	941400	941400
	CAPT	941500	941500
	CAPT	951110	951110
	CAPT	951120	951120
	CAPT	951130	951130
	CAPT	951140	951140
	CAPT	951150	951150
	CAPT	951160	951160
	CAPT	951170	951170
	CAPT	951180	951180
	CAPT	951190	951190
	CAPT	951210	951210
	CAPT	951220	951220
	CAPT	951230	951230
	CAPT	951240	951240
	CAPT	951250	951250
	CAPT	951260	951260
	CAPT	951270	951270
	CAPT	951280	951280
	CAPT	951290	951290
	CAPT	951310	951310
	CAPT	951320	951320
	CAPT	951330	951330
	CAPT	951340	951340
	CAPT	951350	951350
	CAPT	951360	951360
	CAPT	951370	951370
	CAPT	951380	951380
	CAPT	951390	951390
	CAPT	951410	951410
	CAPT	951420	951420
	CAPT	951430	951430
	CAPT	951440	951440
	CAPT	951450	951450
	CAPT	951460	951460
	CAPT	951470	951470
	CAPT	951480	951480
	CAPT	951490	951490
	CAPT	951510	951510
	CAPT	951520	951520
	CAPT	951530	951530
	CAPT	951540	951540
	CAPT	951550	951550
	CARU	20100000	20100000
	CARU	20200000	20200000
	CARU	20210000	20210000
	CARU	20400000	20400000
	CARU	20460000	20460000
	CARU	23030000	23030000
	CARU	23040000	23040000
	CARU	23070000	23070000
	CARU	23080000	23080000
	CARU	23105000	23105000
	CARU	23120000	23120000
	CARU	23230000	23230000
	CARU	23400000	23400000
	CARU	23460000	23460000
	CARU	23890000	23890000
	CARU	31000100	31000100
	CARU	31000200	31000200
	CARU	31000300	31000300
	CARU	31000400	31000400
	CARU	31000500	31000500
	CARU	31000600	31000600
	CARU	31000700	31000700
	CARU	31000800	31000800
	CARU	31000900	31000900
	CARU	31001200	31001200
	CARU	31001300	31001300
	CARU	31001400	31001400
	CARU	31001500	31001500
	CARU	32000100	32000100
	CARU	32000200	32000200
	CARU	32000210	32000210
	CARU	32000220	32000220
	CARU	33000000	33000000
	CARU	33000001	33000001
	CARU	33000002	33000002
	CARU	33000003	33000003
	CARU	33000100	33000100
	CARU	33000200	33000200
	CARU	33000400	33000400
	CARU	33000500	33000500
	CARU	33200000	33200000
	CARU	33300000	33300000
	CARU	33400000	33400000
	CARU	33400001	33400001
	CARU	33400002	33400002
	CARU	33400003	33400003
	CARU	33410001	33410001
	CARU	33410002	33410002
	CARU	33410003	33410003
	CARU	33420001	33420001
	CARU	33420002	33420002
	CARU	33420003	33420003
	CARU	33420004	33420004
	CARU	33430001	33430001
	CARU	33430002	33430002
	CARU	33430003	33430003
	CARU	33430004	33430004
	CARU	33440001	33440001
	CARU	33440002	33440002
	CARU	33440003	33440003
	CARU	33440004	33440004
	CARU	33440005	33440005
	CARU	33450000	33450000
	CARU	33450001	33450001
	CARU	33450002	33450002
	CARU	33450003	33450003
	CARU	33450004	33450004
	CARU	33450005	33450005
	CARU	33450006	33450006
	CARU	33450007	33450007
	CARU	33460001	33460001
	CARU	33460002	33460002
	CARU	33460003	33460003
	CARU	33470001	33470001
	CARU	33650100	33650100
	CARU	33650200	33650200
	CARU	33650300	33650300
	CARU	33671130	33671130
	CARU	33674201	33674201
	CARU	33675500	33675500
	CARU	33675700	33675700
	CARU	34000100	34000100
	CARU	34000200	34000200
	CARU	34000300	34000300
	CARU	35000100	35000100
	CARU	35000110	35000110
	CARU	35000120	35000120
	CARU	35000130	35000130
	CARU	35000140	35000140
	CARU	35000150	35000150
	CARU	35000200	35000200
	CARU	35000310	35000310
	CARU	35000311	35000311
	CARU	35000320	35000320
	CARU	35000321	35000321
	CARU	35000500	35000500
	CARU	35000600	35000600
	CARU	35000800	35000800
	CARU	35000900	35000900
	CARU	35001100	35001100
	CARU	35001200	35001200
	CARU	35001300	35001300
	CARU	35001301	35001301
	CARU	35001302	35001302
	CARU	35001303	35001303
	CARU	35001304	35001304
	CARU	35001305	35001305
	CARU	35001306	35001306
	CARU	35001307	35001307
	CARU	35001308	35001308
	CARU	35001309	35001309
	CARU	35001310	35001310
	CARU	35001311	35001311
	CARU	35001312	35001312
	CARU	35001313	35001313
	CARU	35001314	35001314
	CARU	35001315	35001315
	CARU	35001316	35001316
	CARU	35001317	35001317
	CARU	35001318	35001318
	CARU	35001319	35001319
	CARU	35001320	35001320
	CARU	35001321	35001321
	CARU	35001322	35001322
	CARU	35001323	35001323
	CARU	40200000	40200000
	CARU	40300000	40300000
	CASE	370000	370000
	CASE	371000	371000
	CASE	373000	373000
	CASE	373100	373100
	CASE	373200	373200
	CASE	373300	373300
	CASE	373600	373600
	CASE	374000	374000
	CASE	375000	375000
	CASE	375100	375100
	CASE	375200	375200
	CASE	379000	379000
	CASE	380000	380000
	CASE	384000	384000
	CASE	385000	385000
	CASE	387000	387000
	CASE	400099	400099
	CASE	401100	401100
	CASE	401120	401120
	CASE	401200	401200
	CASE	411100	411100
	CASE	411300	411300
	CASE	411400	411400
	CASE	412000	412000
	CASE	421000	421000
	CASE	452000	452000
	CASE	452010	452010
	CASE	453100	453100
	CASE	453200	453200
	CASE	454100	454100
	CASE	470000	470000
	CASE	473000	473000
	CASE	473100	473100
	CASE	473200	473200
	CASE	479000	479000
	CASE	495300	495300
	CASE	496200	496200
	CASE	500000	500000
	CASE	501000	501000
	CASE	501100	501100
	CASE	501200	501200
	CASE	501300	501300
	CASE	502000	502000
	CASE	503000	503000
	CASE	504000	504000
	CASE	505000	505000
	CASE	506000	506000
	CASE	506100	506100
	CASE	506200	506200
	CASE	506300	506300
	CASE	506400	506400
	CASE	506500	506500
	CASE	507000	507000
	CASE	509000	509000
	CASE	510000	510000
	CASE	511000	511000
	CASE	512000	512000
	CASE	513000	513000
	CASE	513100	513100
	CASE	513200	513200
	CASE	514000	514000
	CASE	516000	516000
	CASE	516100	516100
	CASE	516200	516200
	CASE	516300	516300
	CASE	516400	516400
	CASE	516500	516500
	CASE	517000	517000
	CASE	519000	519000
	CASE	519100	519100
	CASE	519200	519200
	CASE	519800	519800
	CASE	519900	519900
	CASE	520000	520000
	CASE	521000	521000
	CASE	521100	521100
	CASE	521200	521200
	CASE	522000	522000
	CASE	522100	522100
	CASE	522200	522200
	CASE	525000	525000
	CASE	525100	525100
	CASE	525200	525200
	CASE	529000	529000
	CASE	530000	530000
	CASE	531000	531000
	CASE	532000	532000
	CASE	533000	533000
	CASE	534000	534000
	CASE	535000	535000
	CASE	536000	536000
	CASE	537000	537000
	CASE	538000	538000
	CASE	539000	539000
	CASE	540000	540000
	CASE	541000	541000
	CASE	542000	542000
	CASE	543000	543000
	CASE	544000	544000
	CASE	546000	546000
	CASE	546099	546099
	CASE	548000	548000
	CASE	549000	549000
	CASE	550000	550000
	CASE	551000	551000
	CASE	552000	552000
	CASE	553000	553000
	CASE	555000	555000
	CASE	558000	558000
	CASE	559000	559000
	CASE	560000	560000
	CASE	561000	561000
	CASE	561100	561100
	CASE	561200	561200
	CASE	561300	561300
	CASE	561500	561500
	CASE	561900	561900
	CASE	562000	562000
	CASE	563000	563000
	CASE	565000	565000
	CASE	566000	566000
	CASE	567000	567000
	CASE	568000	568000
	CASE	569000	569000
	CASE	570000	570000
	CASE	571000	571000
	CASE	572000	572000
	CASE	573000	573000
	CASE	579000	579000
	CASE	580000	580000
	CASE	581000	581000
	CASE	582000	582000
	CASE	583000	583000
	CASE	583100	583100
	CASE	583200	583200
	CASE	589000	589000
	CASE	590000	590000
	CASE	591000	591000
	CASE	592000	592000
	CASE	593000	593000
	CASE	594000	594000
	CASE	595000	595000
	CASE	596000	596000
	CASE	597000	597000
	CASE	598000	598000
	CASE	599000	599000
	CASE	599800	599800
	CASE	600000	600000
	CASE	601000	601000
	CASE	602000	602000
	CASE	603000	603000
	CASE	604000	604000
	CASE	605000	605000
	CASE	605500	605500
	CASE	606000	606000
	CASE	606100	606100
	CASE	606200	606200
	CASE	607000	607000
	CASE	607100	607100
	CASE	607200	607200
	CASE	608000	608000
	CASE	609000	609000
	CASE	610000	610000
	CASE	611000	611000
	CASE	615000	615000
	CASE	620000	620000
	CASE	621000	621000
	CASE	621100	621100
	CASE	621200	621200
	CASE	621300	621300
	CASE	621400	621400
	CASE	621500	621500
	CASE	623000	623000
	CASE	625000	625000
	CASE	630000	630000
	CASE	631000	631000
	CASE	632000	632000
	CASE	633000	633000
	CASE	635000	635000
	CASE	635100	635100
	CASE	635200	635200
	CASE	636000	636000
	CASE	636100	636100
	CASE	636200	636200
	CASE	637000	637000
	CASE	638000	638000
	CASE	639000	639000
	CASE	640000	640000
	CASE	641000	641000
	CASE	642000	642000
	CASE	643000	643000
	CASE	644000	644000
	CASE	645000	645000
	CASE	649000	649000
	CASE	650000	650000
	CASE	651000	651000
	CASE	652000	652000
	CASE	653000	653000
	CASE	654000	654000
	CASE	655000	655000
	CASE	656000	656000
	CASE	657000	657000
	CASE	658000	658000
	CASE	659000	659000
	CASE	680000	680000
	CASE	681000	681000
	CASE	682000	682000
	CASE	683000	683000
	CASE	684000	684000
	CASE	685000	685000
	CASE	686000	686000
	CASE	687000	687000
	CASE	688000	688000
	CASE	689000	689000
	CASE	690000	690000
	CASE	691000	691000
	CASE	692000	692000
	CASE	693000	693000
	CASE	694000	694000
	CASE	695000	695000
	CASE	696000	696000
	CASE	697000	697000
	CASE	698000	698000
	CASE	698100	698100
	CASE	698200	698200
	CASE	699000	699000
	CASE	699100	699100
	CASE	699200	699200
	CASE	699300	699300
	CASE	699500	699500
	CASE	699800	699800
	CASE	699900	699900
	CASE	700000	700000
	CASE	701000	701000
	CASE	701100	701100
	CASE	701200	701200
	CASE	701500	701500
	CASE	701600	701600
	CASE	701700	701700
	CASE	701800	701800
	CASE	701900	701900
	CASE	708000	708000
	CASE	708100	708100
	CASE	708200	708200
	CASE	709000	709000
	CASE	720000	720000
	CASE	721000	721000
	CASE	721100	721100
	CASE	721200	721200
	CASE	721500	721500
	CASE	721600	721600
	CASE	721700	721700
	CASE	721800	721800
	CASE	721900	721900
	CASE	722000	722000
	CASE	722100	722100
	CASE	722200	722200
	CASE	722700	722700
	CASE	722800	722800
	CASE	722900	722900
	CASE	728000	728000
	CASE	729000	729000
	CASE	730000	730000
	CASE	731000	731000
	CASE	731100	731100
	CASE	731200	731200
	CASE	731300	731300
	CASE	731400	731400
	CASE	731500	731500
	CASE	731600	731600
	CASE	731700	731700
	CASE	731800	731800
	CASE	731900	731900
	CASE	732000	732000
	CASE	732100	732100
	CASE	732200	732200
	CASE	732300	732300
	CASE	732400	732400
	CASE	733000	733000
	CASE	733100	733100
	CASE	733200	733200
	CASE	735000	735000
	CASE	737000	737000
	CASE	738000	738000
	CASE	738100	738100
	CASE	738200	738200
	CASE	738300	738300
	CASE	738400	738400
	CASE	738500	738500
	CASE	738600	738600
	CASE	738900	738900
	CASE	739000	739000
	CASE	739800	739800
	CASE	739900	739900
	CASE	740000	740000
	CASE	741000	741000
	CASE	741100	741100
	CASE	741200	741200
	CASE	742000	742000
	CASE	743000	743000
	CASE	744000	744000
	CASE	745000	745000
	CASE	746000	746000
	CASE	746100	746100
	CASE	746200	746200
	CASE	746300	746300
	CASE	747000	747000
	CASE	749000	749000
	CASE	750000	750000
	CASE	751000	751000
	CASE	751100	751100
	CASE	751200	751200
	CASE	751500	751500
	CASE	751600	751600
	CASE	751800	751800
	CASE	751900	751900
	CASE	752000	752000
	CASE	753000	753000
	CASE	753100	753100
	CASE	753200	753200
	CASE	753300	753300
	CASE	753500	753500
	CASE	753600	753600
	CASE	753800	753800
	CASE	755000	755000
	CASE	757000	757000
	CASE	757100	757100
	CASE	757200	757200
	CASE	758000	758000
	CASE	758100	758100
	CASE	758200	758200
	CASE	758300	758300
	CASE	759000	759000
	CASE	760000	760000
	CASE	761000	761000
	CASE	762000	762000
	CASE	762100	762100
	CASE	762200	762200
	CASE	763000	763000
	CASE	763100	763100
	CASE	763200	763200
	CASE	765000	765000
	CASE	767000	767000
	CASE	768000	768000
	CASE	769000	769000
	CASE	769100	769100
	CASE	769200	769200
	CASE	769300	769300
	CASE	769800	769800
	CASE	769900	769900
	CASE	771000	771000
	CASE	772000	772000
	CASE	773000	773000
	CASE	774000	774000
	CASE	776000	776000
	CASE	777000	777000
	CASE	778000	778000
	CASE	779000	779000
	CASE	781000	781000
	CASE	781100	781100
	CASE	781200	781200
	CASE	781300	781300
	CASE	781400	781400
	CASE	781500	781500
	CASE	781600	781600
	CASE	781700	781700
	CASE	781900	781900
	CASE	782000	782000
	CASE	782100	782100
	CASE	782400	782400
	CASE	782900	782900
	CASE	783000	783000
	CASE	783100	783100
	CASE	783200	783200
	CASE	783300	783300
	CASE	783400	783400
	CASE	783500	783500
	CASE	783600	783600
	CASE	783900	783900
	CASE	791000	791000
	CASE	792000	792000
	CASE	796000	796000
	CASE	797000	797000
	CASE	797020	797020
	CASE	797100	797100
	CASE	797200	797200
	CASE	797300	797300
	CASE	799000	799000
	CASE	901100	901100
	CASE	901200	901200
	CASE	911100	911100
	CASE	911200	911200
	CASE	911300	911300
	CASE	921100	921100
	CASE	921200	921200
	CASE	921300	921300
	CASE	921400	921400
	CASE	931110	931110
