02.07.2015                     Dynamic List Display                            1


	KTOPL	SAKNR	XBILK	SAKAN	BILKT	GVTYP	KTOKS

	1000	1100001	X	1100001			1000
	1000	1100002	X	1100002			1000
	1000	1100003	X	1100003			1000
	1000	1100004	X	1100004			1000
	1000	1100005	X	1100005			1000
	1000	1101001	X	1101001			1000
	1000	1101002	X	1101002			1000
	1000	1101003	X	1101003			1000
	1000	1101004	X	1101004			1000
	1000	1101005	X	1101005			1000
	1000	1101006	X	1101006			1000
	1000	1101007	X	1101007			1000
	1000	1101008	X	1101008			1000
	1000	1102001	X	1102001			1000
	1000	1102002	X	1102002			1000
	1000	1102003	X	1102003			1000
	1000	1102004	X	1102004			1000
	1000	1103001	X	1103001			1000
	1000	1104001	X	1104001			1000
	1000	1105001	X	1105001			1000
	1000	1105002	X	1105002			1000
	1000	1105003	X	1105003			1000
	1000	1105004	X	1105004			1000
	1000	1105005	X	1105005			1000
	1000	1105006	X	1105006			1000
	1000	1106001	X	1106001			1000
	1000	1107001	X	1107001			1000
	1000	1110001	X	1110001			1000
	1000	1110002	X	1110002			1000
	1000	1110003	X	1110003			1000
	1000	1110004	X	1110004			1000
	1000	1110005	X	1110005			1000
	1000	1110006	X	1110006			1000
	1000	1110007	X	1110007			1000
	1000	1110008	X	1110008			1000
	1000	1110009	X	1110009			1000
	1000	1110010	X	1110010			1000
	1000	1110011	X	1110011			1000
	1000	1110012	X	1110012			1000
	1000	1110013	X	1110013			1000
	1000	1110014	X	1110014			1000
	1000	1110015	X	1110015			1000
	1000	1110016	X	1110016			1000
	1000	1110017	X	1110017			1000
	1000	1110018	X	1110018			1000
	1000	1110019	X	1110019			1000
	1000	1110020	X	1110020			1000
	1000	1110021	X	1110021			1000
	1000	1110022	X	1110022			1000
	1000	1110023	X	1110023			1000
	1000	1110024	X	1110024			1000
	1000	1110025	X	1110025			1000
	1000	1110026	X	1110026			1000
	1000	1110027	X	1110027			1000
	1000	1110028	X	1110028			1000
	1000	1110029	X	1110029			1000
	1000	1110030	X	1110030			1000
	1000	1110999	X	1110999			1000
	1000	1120001	X	1120001			1000
	1000	1120002	X	1120002			1000
	1000	1120003	X	1120003			1000
	1000	1120004	X	1120004			1000
	1000	1120005	X	1120005			1000
	1000	1120006	X	1120006			1000
	1000	1120007	X	1120007			1000
	1000	1120008	X	1120008			1000
	1000	1120009	X	1120009			1000
	1000	1120010	X	1120010			1000
	1000	1120011	X	1120011			1000
	1000	1120012	X	1120012			1000
	1000	1120013	X	1120013			1000
	1000	1120014	X	1120014			1000
	1000	1120015	X	1120015			1000
	1000	1120016	X	1120016			1000
	1000	1120017	X	1120017			1000
	1000	1120018	X	1120018			1000
	1000	1120019	X	1120019			1000
	1000	1120020	X	1120020			1000
	1000	1120021	X	1120021			1000
	1000	1120022	X	1120022			1000
	1000	1120023	X	1120023			1000
	1000	1120024	X	1120024			1000
	1000	1120025	X	1120025			1000
	1000	1120026	X	1120026			1000
	1000	1130001	X	1130001			1000
	1000	1130002	X	1130002			1000
	1000	1130003	X	1130003			1000
	1000	1140001	X	1140001			1000
	1000	1140999	X	1140999			1000
	1000	1141001	X	1141001			1000
	1000	1142001	X	1142001			1000
	1000	1143001	X	1143001			1000
	1000	1150001	X	1150001			1000
	1000	1150002	X	1150002			1000
	1000	1150003	X	1150003			1000
	1000	1150004	X	1150004			1000
	1000	1150005	X	1150005			1000
	1000	1150006	X	1150006			1000
	1000	1150007	X	1150007			1000
	1000	1150008	X	1150008			1000
	1000	1151001	X	1151001			1000
	1000	1151002	X	1151002			1000
	1000	1152001	X	1152001			1000
	1000	1153001	X	1153001			1000
	1000	1159001	X	1159001			1000
	1000	1160001	X	1160001			1000
	1000	1160002	X	1160002			1000
	1000	1160003	X	1160003			1000
	1000	1160004	X	1160004			1000
	1000	1190001	X	1190001			1000
	1000	1190002	X	1190002			1000
	1000	1200001	X	1200001			1000
	1000	1200002	X	1200002			1000
	1000	1200003	X	1200003			1000
	1000	1200004	X	1200004			1000
	1000	1200005	X	1200005			1000
	1000	1200006	X	1200006			1000
	1000	1200007	X	1200007			1000
	1000	1201001	X	1201001			1000
	1000	1201002	X	1201002			1000
	1000	1201003	X	1201003			1000
	1000	1201004	X	1201004			1000
	1000	1201005	X	1201005			1000
	1000	1201006	X	1201006			1000
	1000	2110001	X	2110001			2000
	1000	2110002	X	2110002			2000
	1000	2110003	X	2110003			2000
	1000	2110004	X	2110004			2000
	1000	2119001	X	2119001			2000
	1000	2119002	X	2119002			2000
	1000	2120001	X	2120001			2000
	1000	2120002	X	2120002			2000
	1000	2120003	X	2120003			2000
	1000	2120004	X	2120004			2000
	1000	2120005	X	2120005			2000
	1000	2120006	X	2120006			2000
	1000	2120007	X	2120007			2000
	1000	2120008	X	2120008			2000
	1000	2120009	X	2120009			2000
	1000	2120010	X	2120010			2000
	1000	2120011	X	2120011			2000
	1000	2120012	X	2120012			2000
	1000	2120013	X	2120013			2000
	1000	2120014	X	2120014			2000
	1000	2120015	X	2120015			2000
	1000	2120016	X	2120016			2000
	1000	2120017	X	2120017			2000
	1000	2120018	X	2120018			2000
	1000	2120019	X	2120019			2000
	1000	2130001	X	2130001			2000
	1000	2140001	X	2140001			2000
	1000	2140002	X	2140002			2000
	1000	2150001	X	2150001			2000
	1000	2150002	X	2150002			2000
	1000	2151001	X	2151001			2000
	1000	2151002	X	2151002			2000
	1000	2190001	X	2190001			2000
	1000	2191001	X	2191001			2000
	1000	2192001	X	2192001			2000
	1000	2199001	X	2199001			2000
	1000	2199002	X	2199002			2000
	1000	2199003	X	2199003			2000
	1000	3100001	X	3100001			3000
	1000	3200001	X	3200001			3000
	1000	3300001	X	3300001			3000
	1000	3310001	X	3310001			3000
	1000	4100001		4100001		X	4000
	1000	4200001		4200001		X	4000
	1000	4200002		4200002		X	4000
	1000	4200003		4200003		X	4000
	1000	4200004		4200004		X	4000
	1000	4200005		4200005		X	4000
	1000	4200006		4200006		X	4000
	1000	4200007		4200007		X	4000
	1000	4200008		4200008		X	4000
	1000	4200009		4200009		X	4000
	1000	4200010		4200010		X	4000
	1000	4200011		4200011		X	4000
	1000	4200013		4200013		X	4000
	1000	4300001		4300001		X	4000
	1000	4300002		4300002		X	4000
	1000	4300003		4300003		X	4000
	1000	4400001		4400001		X	4000
	1000	4400002		4400002		X	4000
	1000	4400003		4400003		X	4000
	1000	4500001		4500001		X	4000
	1000	4500002		4500002		X	4000
	1000	4500003		4500003		X	4000
	1000	4500004		4500004		X	4000
	1000	4500005		4500005		X	4000
	1000	4500006		4500006		X	4000
	1000	4500007		4500007		X	4000
	1000	4900001		4900001		X	4000
	1000	4900002		4900002		X	4000
	1000	4900003		4900003		X	4000
	1000	4900004		4900004		X	4000
	1000	4900005		4900005		X	4000
	1000	5100001		5100001		X	5000
	1000	5100002		5100002		X	5000
	1000	5100003		5100003		X	5000
	1000	5101001		5101001		X	5000
	1000	5101002		5101002		X	5000
	1000	5101003		5101003		X	5000
	1000	5101004		5101004		X	5000
	1000	5101005		5101005		X	5000
	1000	5101006		5101006		X	5000
	1000	5101007		5101007		X	5000
	1000	5101008		5101008		X	5000
	1000	5101009		5101009		X	5000
	1000	5102001		5102001		X	5000
	1000	5102002		5102002		X	5000
	1000	5102003		5102003		X	5000
	1000	5109001		5109001		X	5000
	1000	5109002		5109002		X	5000
	1000	5109003		5109003		X	5000
	1000	5109004		5109004		X	5000
	1000	5200001		5200001		X	5000
	1000	5200002		5200002		X	5000
	1000	5201001		5201001		X	5000
	1000	5201002		5201002		X	5000
	1000	5202001		5202001		X	5000
	1000	5202002		5202002		X	5000
	1000	5203001		5203001		X	5000
	1000	5204001		5204001		X	5000
	1000	5204002		5204002		X	5000
	1000	5204003		5204003		X	5000
	1000	5205001		5205001		X	5000
	1000	5205002		5205002		X	5000
	1000	5205003		5205003		X	5000
	1000	5205004		5205004		X	5000
	1000	5205005		5205005		X	5000
	1000	5205006		5205006		X	5000
	1000	5300001		5300001		X	5000
	1000	5300002		5300002		X	5000
	1000	5300003		5300003		X	5000
	1000	5300004		5300004		X	5000
	1000	5300005		5300005		X	5000
	1000	5300006		5300006		X	5000
	1000	5300007		5300007		X	5000
	1000	5400001		5400001		X	5000
	1000	5400002		5400002		X	5000
	1000	5410001		5410001		X	5000
	1000	5410002		5410002		X	5000
	1000	5410003		5410003		X	5000
	1000	5410004		5410004		X	5000
	1000	5500001		5500001		X	5000
	1000	5500002		5500002		X	5000
	1000	5500003		5500003		X	5000
	1000	5500004		5500004		X	5000
	1000	5500005		5500005		X	5000
	1000	5500006		5500006		X	5000
	1000	5510001		5510001		X	5000
	1000	5510002		5510002		X	5000
	1000	5600001		5600001		X	5000
	1000	5600002		5600002		X	5000
	1000	5600003		5600003		X	5000
	1000	5600004		5600004		X	5000
	1000	5600005		5600005		X	5000
	1000	5600006		5600006		X	5000
	1000	5600007		5600007		X	5000
	1000	5600008		5600008		X	5000
	1000	5600009		5600009		X	5000
	1000	5610001		5610001		X	5000
	1000	5610002		5610002		X	5000
	1000	5610003		5610003		X	5000
	1000	5610004		5610004		X	5000
	1000	5610005		5610005		X	5000
	1000	5610006		5610006		X	5000
	1000	5620001		5620001		X	5000
	1000	5620002		5620002		X	5000
	1000	5620003		5620003		X	5000
	1000	5620004		5620004		X	5000
	1000	5620005		5620005		X	5000
	1000	5620006		5620006		X	5000
	1000	5620007		5620007		X	5000
	1000	5620008		5620008		X	5000
	1000	5620009		5620009		X	5000
	1000	5620010		5620010		X	5000
	1000	5630001		5630001		X	5000
	1000	5630002		5630002		X	5000
	1000	5630003		5630003		X	5000
	1000	5630004		5630004		X	5000
	1000	5630005		5630005		X	5000
	1000	5630006		5630006		X	5000
	1000	5630007		5630007		X	5000
	1000	5630008		5630008		X	5000
	1000	5630009		5630009		X	5000
	1000	5900001		5900001		X	5000
	1000	5900002		5900002		X	5000
	1000	5900003		5900003		X	5000
	1000	5900004		5900004		X	5000
	1000	5900005		5900005		X	5000
	1000	5900006		5900006		X	5000
	1000	5900007		5900007		X	5000
	1000	6100001		6100001		X	6000
	1000	6100002		6100002		X	6000
	1000	6100003		6100003		X	6000
	1000	6100004		6100004		X	6000
	1000	6100005		6100005		X	6000
	1000	6100006		6100006		X	6000
	1000	6100007		6100007		X	6000
	1000	6100008		6100008		X	6000
	1000	6100009		6100009		X	6000
	1000	6100010		6100010		X	6000
	1000	6100011		6100011		X	6000
	1000	6100012		6100012		X	6000
	1000	9100001	X	9100001			9000
	1000	9100002	X	9100002			9000
	1000	9100003	X	9100003			9000
	1000	9101001	X	9101001			9000
	1000	9999997	X	9999997			9000
	1000	9999998	X	9999998			9000
	1000	9999999	X	9999999			9000
	BKMG	1010131	X	1010131			FIN.
	BKMG	1010231	X	1010231			FIN.
	BKMG	1010232	X	1010232			FIN.
	BKMG	1010331	X	1010331			FIN.
	BKMG	1010332	X	1010332			FIN.
	BKMG	1010431	X	1010431			FIN.
	BKMG	1011000	X	1011000			GL
	BKMG	1011100	X	1011100			GL
	BKMG	1011200	X	1011200			GL
	BKMG	1020131	X	1020131			FIN.
	BKMG	1020221	X	1020221			FIN.
	BKMG	1020321	X	1020321			FIN.
	BKMG	1020421	X	1020421			FIN.
	BKMG	1020521	X	1020521			FIN.
	BKMG	1020621	X	1020621			FIN.
	BKMG	1021000	X	1021000			GL
	BKMG	1021100	X	1021100			GL
	BKMG	1040111	X	1040111			FIN.
	BKMG	1040211	X	1040211			FIN.
	BKMG	1050121	X	1050121			FIN.
	BKMG	1050221	X	1050221			FIN.
	BKMG	1050321	X	1050321			FIN.
	BKMG	1050421	X	1050421			FIN.
	BKMG	1050531	X	1050531			FIN.
	BKMG	1050631	X	1050631			FIN.
	BKMG	1050711	X	1050711			FIN.
	BKMG	1050811	X	1050811			FIN.
	BKMG	1050911	X	1050911			FIN.
	BKMG	1051011	X	1051011			FIN.
	BKMG	1051111	X	1051111			FIN.
	BKMG	1061000	X	1061000			GL
	BKMG	1061100	X	1061100			GL
	BKMG	1080131	X	1080131			FIN.
	BKMG	1090131	X	1090131			FIN.
	BKMG	1100111	X	1100111			FIN.
	BKMG	1110211	X	1110211			FIN.
	BKMG	1510132	X	1510132			FIN.
	BKMG	2010131	X	2010131			FIN.
	BKMG	2010231	X	2010231			FIN.
	BKMG	2010531	X	2010531			FIN.
	BKMG	2010621	X	2010621			FIN.
	BKMG	2020131	X	2020131			FIN.
	BKMG	2020221	X	2020221			FIN.
	BKMG	2020331	X	2020331			FIN.
	BKMG	2020411	X	2020411			FIN.
	BKMG	2020511	X	2020511			FIN.
	BKMG	2020611	X	2020611			FIN.
	BKMG	2021000	X	2021000			GL
	BKMG	2021100	X	2021100			GL
	BKMG	2040111	X	2040111			FIN.
	BKMG	2040211	X	2040211			FIN.
	BKMG	2050131	X	2050131			FIN.
	BKMG	2050221	X	2050221			FIN.
	BKMG	2080121	X	2080121			FIN.
	BKMG	2080221	X	2080221			FIN.
	BKMG	2100111	X	2100111			FIN.
	BKMG	2110131	X	2110131			FIN.
	BKMG	2110211	X	2110211			FIN.
	BKMG	2110321	X	2110321			FIN.
	BKMG	2110421	X	2110421			FIN.
	BKMG	3010131	X	3010131			FIN.
	BKMG	3010231	X	3010231			FIN.
	BKMG	3010331	X	3010331			FIN.
	BKMG	3010332	X	3010332			FIN.
	BKMG	3010431	X	3010431			FIN.
	BKMG	3010521	X	3010521			FIN.
	BKMG	3010611	X	3010611			FIN.
	BKMG	3010711	X	3010711			FIN.
	BKMG	3010812	X	3010812			FIN.
	BKMG	3020111	X	3020111			FIN.
	BKMG	3101000	X	3101000			GL
	BKMG	3102000	X	3102000			GL
	BKMG	4010032		4010032		X	ERG.
	BKMG	4010131		4010131		X	ERG.
	BKMG	4020121		4020121		X	ERG.
	BKMG	4020231		4020231		X	ERG.
	BKMG	4030131		4030131		X	ERG.
	BKMG	4040121		4040121		X	ERG.
	BKMG	4040221		4040221		X	ERG.
	BKMG	4040311		4040311		X	ERG.
	BKMG	4040411		4040411		X	ERG.
	BKMG	4040511		4040511		X	ERG.
	BKMG	4040631		4040631		X	ERG.
	BKMG	4040632		4040632		X	ERG.
	BKMG	4101100		4101100		X	ERG.
	BKMG	4101200		4101200		X	ERG.
	BKMG	4102100		4102100		X	ERG.
	BKMG	4103100		4103100		X	ERG.
	BKMG	5010032		5010032		X	ERG.
	BKMG	5010131		5010131		X	ERG.
	BKMG	5010199		5010199		X	ERG.
	BKMG	5020121		5020121		X	ERG.
	BKMG	5020221		5020221		X	ERG.
	BKMG	5030131		5030131		X	ERG.
	BKMG	5030199		5030199		X	ERG.
	BKMG	5101100		5101100		X	ERG.
	BKMG	5101200		5101200		X	ERG.
	BKMG	5102100		5102100		X	ERG.
	BKMG	6010131		6010131		X	ERG.
	BKMG	6010221		6010221		X	ERG.
	BKMG	6010321		6010321		X	ERG.
	BKMG	6010431		6010431		X	ERG.
	BKMG	6010531		6010531		X	ERG.
	BKMG	6010599		6010599		X	ERG.
	BKMG	6010621		6010621		X	ERG.
	BKMG	6010721		6010721		X	ERG.
	BKMG	6010821		6010821		X	ERG.
	BKMG	6010921		6010921		X	ERG.
	BKMG	6011021		6011021		X	ERG.
	BKMG	6011121		6011121		X	ERG.
	BKMG	6011221		6011221		X	ERG.
	BKMG	6011321		6011321		X	ERG.
	BKMG	6011421		6011421		X	ERG.
	BKMG	6011521		6011521		X	ERG.
	BKMG	6011621		6011621		X	ERG.
	BKMG	6011711		6011711		X	ERG.
	BKMG	7010131	X	7010131			FIN.
	BKMG	7010132	X	7010132			FIN.
	BKMG	7010231	X	7010231			FIN.
	BKMG	7010232	X	7010232			FIN.
	BKMG	7010331	X	7010331			FIN.
	BKMG	7010332	X	7010332			FIN.
	BKMG	7010431	X	7010431			FIN.
	BKMG	7010432	X	7010432			FIN.
	BKMG	7020131	X	7020131			FIN.
	BKMG	7020132	X	7020132			FIN.
	BKMG	7020231	X	7020231			FIN.
	BKMG	7020232	X	7020232			FIN.
	BKMG	7020331	X	7020331			FIN.
	BKMG	7020332	X	7020332			FIN.
	BKMG	7020431	X	7020431			FIN.
	BKMG	7020432	X	7020432			FIN.
	BKMG	7030131	X	7030131			FIN.
	BKMG	7030132	X	7030132			FIN.
	BKMG	7030231	X	7030231			FIN.
	BKMG	7030232	X	7030232			FIN.
	BKMG	7030331	X	7030331			FIN.
	BKMG	7030332	X	7030332			FIN.
	BKMG	7030431	X	7030431			FIN.
	BKMG	7030432	X	7030432			FIN.
	BKMG	7101000	X	7101000			GL
	BKMG	7101392	X	7101392			GL
	BKMG	7101756	X	7101756			GL
	BKMG	7101826	X	7101826			GL
	BKMG	7101840	X	7101840			GL
	BKMG	7101978	X	7101978			GL
	BKMG	7102000	X	7102000			GL
	BKMG	7102392	X	7102392			GL
	BKMG	7102756	X	7102756			GL
	BKMG	7102826	X	7102826			GL
	BKMG	7102840	X	7102840			GL
	BKMG	7102978	X	7102978			GL
	BKMG	7103000	X	7103000			GL
	BKMG	7103392	X	7103392			GL
	BKMG	7103756	X	7103756			GL
	BKMG	7103826	X	7103826			GL
	BKMG	7103840	X	7103840			GL
	BKMG	7103978	X	7103978			GL
	BKMG	7104000	X	7104000			GL
	BKMG	7104392	X	7104392			GL
	BKMG	7104756	X	7104756			GL
	BKMG	7104826	X	7104826			GL
	BKMG	7104840	X	7104840			GL
	BKMG	7104978	X	7104978			GL
	BKMG	7109999	X	7109999			GL
	BKMG	8010131	X	8010131			FIN.
	BKMG	8010231	X	8010231			FIN.
	BKMG	8010532	X	8010532			FIN.
	BKMG	8010632	X	8010632			FIN.
	BKMG	8010732	X	8010732			FIN.
	BKMG	8010832	X	8010832			FIN.
	BKMG	8010932	X	8010932			FIN.
	BKMG	8011032	X	8011032			FIN.
	BKMG	8011132	X	8011132			FIN.
	BKMG	8011232	X	8011232			FIN.
	BKMG	9010031	X	9010031			GL
	BKMG	9040031	X	9040031			GL
	BKMG	9040032	X	9040032			GL
	BKMG	9050031	X	9050031			GL
	BKMG	9050032	X	9050032			GL
	BKMG	9060031	X	9060031			GL
	CABE	100	X	00000100			SAKO
	CABE	1000	X	00001000			SAKO
	CABE	10000	X	00010000			SAKO
	CABE	11000	X	00011000			SAKO
	CABE	11100	X	00011100			SAKO
	CABE	12000	X	00012000			SAKO
	CABE	13000	X	00013000			SAKO
	CABE	20000	X	00020000			SAKO
	CABE	21000	X	00021000			SAKO
	CABE	22000	X	00022000			SAKO
	CABE	23000	X	00023000			SAKO
	CABE	30000	X	00030000			SAKO
	CABE	31000	X	00031000			SAKO
	CABE	32000	X	00032000			SAKO
	CABE	33000	X	00033000			SAKO
	CABE	40000	X	00040000			SAKO
	CABE	41000	X	00041000			SAKO
	CABE	50000	X	00050000			SAKO
	CABE	51000	X	00051000			SAKO
	CABE	52000	X	00052000			SAKO
	CABE	53000	X	00053000			SAKO
	CABE	60000	X	00060000			SAKO
	CABE	61000	X	00061000			SAKO
	CABE	62000	X	00062000			SAKO
	CABE	63000	X	00063000			SAKO
	CABE	64000	X	00064000			SAKO
	CABE	65000	X	00065000			SAKO
	CABE	66000	X	00066000			SAKO
	CABE	67000	X	00067000			SAKO
	CABE	70000	X	00070000			SAKO
	CABE	70100	X	00070100			SAKO
	CABE	70200	X	00070200			SAKO
	CABE	71000	X	00071000			SAKO
	CABE	72000	X	00072000			SAKO
	CABE	73000	X	00073000			SAKO
	CABE	74000	X	00074000			SAKO
	CABE	75000	X	00075000			SAKO
	CABE	90000	X	00090000			SAKO
	CABE	100000	X	00100000			SAKO
	CABE	101000	X	00101000			SAKO
	CABE	110000	X	00110000			SAKO
	CABE	120000	X	00120000			SAKO
	CABE	121000	X	00121000			SAKO
	CABE	122000	X	00122000			SAKO
	CABE	123000	X	00123000			SAKO
	CABE	124000	X	00124000			SAKO
	CABE	130000	X	00130000			SAKO
	CABE	131000	X	00131000			SAKO
	CABE	131100	X	00131100			SAKO
	CABE	132000	X	00132000			SAKO
	CABE	133000	X	00133000			SAKO
	CABE	140000	X	00140000			SAKO
	CABE	150000	X	00150000			SAKO
	CABE	160000	X	00160000			SAKO
	CABE	161000	X	00161000			SAKO
	CABE	162000	X	00162000			SAKO
	CABE	163000	X	00163000			SAKO
	CABE	164000	X	00164000			SAKO
	CABE	165000	X	00165000			SAKO
	CABE	168000	X	00168000			SAKO
	CABE	168100	X	00168100			SAKO
	CABE	168200	X	00168200			SAKO
	CABE	168700	X	00168700			SAKO
	CABE	168800	X	00168800			SAKO
	CABE	170000	X	00170000			SAKO
	CABE	170100	X	00170100			SAKO
	CABE	171000	X	00171000			SAKO
	CABE	171100	X	00171100			SAKO
	CABE	172000	X	00172000			SAKO
	CABE	173000	X	00173000			SAKO
	CABE	173100	X	00173100			SAKO
	CABE	173200	X	00173200			SAKO
	CABE	174000	X	00174000			SAKO
	CABE	175000	X	00175000			SAKO
	CABE	175010	X	00175010			SAKO
	CABE	175100	X	00175100			SAKO
	CABE	176000	X	00176000			SAKO
	CABE	178000	X	00178000			SAKO
	CABE	179000	X	00179000			SAKO
	CABE	200000	X	00200000			SAKO
	CABE	201000	X	00201000			SAKO
	CABE	202000	X	00202000			SAKO
	CABE	204000	X	00204000			SAKO
	CABE	210000	X	00210000			SAKO
	CABE	211000	X	00211000			SAKO
	CABE	212000	X	00212000			SAKO
	CABE	213000	X	00213000			SAKO
	CABE	220000	X	00220000			SAKO
	CABE	220090	X	00220090			SAKO
	CABE	221000	X	00221000			SAKO
	CABE	221090	X	00221090			SAKO
	CABE	222000	X	00222000			SAKO
	CABE	223000	X	00223000			SAKO
	CABE	230000	X	00230000			SAKO
	CABE	230090	X	00230090			SAKO
	CABE	240000	X	00240000			SAKO
	CABE	240090	X	00240090			SAKO
	CABE	240100	X	00240100			SAKO
	CABE	240190	X	00240190			SAKO
	CABE	250000	X	00250000			SAKO
	CABE	251000	X	00251000			SAKO
	CABE	252000	X	00252000			SAKO
	CABE	260000	X	00260000			SAKO
	CABE	270000	X	00270000			SAKO
	CABE	270090	X	00270090			SAKO
	CABE	280000	X	00280000			SAKO
	CABE	280100	X	00280100			SAKO
	CABE	280800	X	00280800			SAKO
	CABE	280900	X	00280900			SAKO
	CABE	281000	X	00281000			SAKO
	CABE	281100	X	00281100			SAKO
	CABE	281200	X	00281200			SAKO
	CABE	281700	X	00281700			SAKO
	CABE	281900	X	00281900			SAKO
	CABE	282000	X	00282000			SAKO
	CABE	282100	X	00282100			SAKO
	CABE	282800	X	00282800			SAKO
	CABE	282900	X	00282900			SAKO
	CABE	283000	X	00283000			SAKO
	CABE	283100	X	00283100			SAKO
	CABE	283200	X	00283200			SAKO
	CABE	283700	X	00283700			SAKO
	CABE	283900	X	00283900			SAKO
	CABE	284000	X	00284000			SAKO
	CABE	284100	X	00284100			SAKO
	CABE	284800	X	00284800			SAKO
	CABE	284900	X	00284900			SAKO
	CABE	285000	X	00285000			SAKO
	CABE	285100	X	00285100			SAKO
	CABE	285200	X	00285200			SAKO
	CABE	285700	X	00285700			SAKO
	CABE	285900	X	00285900			SAKO
	CABE	288000	X	00288000			SAKO
	CABE	290000	X	00290000			SAKO
	CABE	290100	X	00290100			SAKO
	CABE	290600	X	00290600			SAKO
	CABE	290700	X	00290700			SAKO
	CABE	290900	X	00290900			SAKO
	CABE	291000	X	00291000			SAKO
	CABE	291100	X	00291100			SAKO
	CABE	291700	X	00291700			SAKO
	CABE	291900	X	00291900			SAKO
	CABE	300000	X	00300000			SAKO
	CABE	300999	X	00300999			SAKO
	CABE	301010	X	00301010			SAKO
	CABE	309000	X	00309000			SAKO
	CABE	310000	X	00310000			SAKO
	CABE	310010	X	00310010			SAKO
	CABE	319000	X	00319000			SAKO
	CABE	320000	X	00320000			SAKO
	CABE	329000	X	00329000			SAKO
	CABE	330000	X	00330000			SAKO
	CABE	339000	X	00339000			SAKO
	CABE	340000	X	00340000			SAKO
	CABE	349000	X	00349000			SAKO
	CABE	350000	X	00350000			SAKO
	CABE	359000	X	00359000			SAKO
	CABE	360000	X	00360000			SAKO
	CABE	369000	X	00369000			SAKO
	CABE	370000	X	00370000			SAKO
	CABE	371000	X	00371000			SAKO
	CABE	379000	X	00379000			SAKO
	CABE	399999	X	00399999			SAKO
	CABE	400000	X	00400000			SAKO
	CABE	400010	X	00400010			SAKO
	CABE	400020	X	00400020			SAKO
	CABE	400030	X	00400030			SAKO
	CABE	400060	X	00400060			SAKO
	CABE	400080	X	00400080			SAKO
	CABE	400090	X	00400090			SAKO
	CABE	401000	X	00401000			SAKO
	CABE	404000	X	00404000			SAKO
	CABE	404100	X	00404100			SAKO
	CABE	404200	X	00404200			SAKO
	CABE	406000	X	00406000			SAKO
	CABE	406310	X	00406310			SAKO
	CABE	406320	X	00406320			SAKO
	CABE	406330	X	00406330			SAKO
	CABE	407000	X	00407000			SAKO
	CABE	409000	X	00409000			SAKO
	CABE	410000	X	00410000			SAKO
	CABE	411000	X	00411000			SAKO
	CABE	411060	X	00411060			SAKO
	CABE	412000	X	00412000			SAKO
	CABE	412500	X	00412500			SAKO
	CABE	412800	X	00412800			SAKO
	CABE	414000	X	00414000			SAKO
	CABE	416000	X	00416000			SAKO
	CABE	416100	X	00416100			SAKO
	CABE	416110	X	00416110			SAKO
	CABE	416120	X	00416120			SAKO
	CABE	416130	X	00416130			SAKO
	CABE	416140	X	00416140			SAKO
	CABE	416150	X	00416150			SAKO
	CABE	416160	X	00416160			SAKO
	CABE	416170	X	00416170			SAKO
	CABE	416200	X	00416200			SAKO
	CABE	416300	X	00416300			SAKO
	CABE	416301	X	00416301			SAKO
	CABE	416310	X	00416310			SAKO
	CABE	416320	X	00416320			SAKO
	CABE	416330	X	00416330			SAKO
	CABE	416340	X	00416340			SAKO
	CABE	416350	X	00416350			SAKO
	CABE	416360	X	00416360			SAKO
	CABE	416400	X	00416400			SAKO
	CABE	416500	X	00416500			SAKO
	CABE	416900	X	00416900			SAKO
	CABE	417000	X	00417000			SAKO
	CABE	418000	X	00418000			SAKO
	CABE	418001	X	00418001			SAKO
	CABE	418002	X	00418002			SAKO
	CABE	419000	X	00419000			SAKO
	CABE	420000	X	00420000			SAKO
	CABE	430000	X	00430000			SAKO
	CABE	430100	X	00430100			SAKO
	CABE	430200	X	00430200			SAKO
	CABE	430300	X	00430300			SAKO
	CABE	431000	X	00431000			SAKO
	CABE	432000	X	00432000			SAKO
	CABE	433000	X	00433000			SAKO
	CABE	439000	X	00439000			SAKO
	CABE	439100	X	00439100			SAKO
	CABE	439110	X	00439110			SAKO
	CABE	439120	X	00439120			SAKO
	CABE	440000	X	00440000			SAKO
	CABE	440020	X	00440020			SAKO
	CABE	440030	X	00440030			SAKO
	CABE	440040	X	00440040			SAKO
	CABE	440050	X	00440050			SAKO
	CABE	440060	X	00440060			SAKO
	CABE	440080	X	00440080			SAKO
	CABE	440090	X	00440090			SAKO
	CABE	441000	X	00441000			SAKO
	CABE	444000	X	00444000			SAKO
	CABE	444010	X	00444010			SAKO
	CABE	444020	X	00444020			SAKO
	CABE	444030	X	00444030			SAKO
	CABE	444040	X	00444040			SAKO
	CABE	444050	X	00444050			SAKO
	CABE	444060	X	00444060			SAKO
	CABE	444070	X	00444070			SAKO
	CABE	444080	X	00444080			MAT.
	CABE	446050	X	00446050			FIN.
	CABE	450000	X	00450000			SAKO
	CABE	450500	X	00450500			SAKO
	CABE	450800	X	00450800			SAKO
	CABE	451000	X	00451000			SAKO
	CABE	451060	X	00451060			SAKO
	CABE	452000	X	00452000			SAKO
	CABE	452500	X	00452500			SAKO
	CABE	452800	X	00452800			SAKO
	CABE	453000	X	00453000			SAKO
	CABE	454000	X	00454000			SAKO
	CABE	455000	X	00455000			SAKO
	CABE	455100	X	00455100			SAKO
	CABE	456000	X	00456000			SAKO
